split,sample_id,trajectory_rmse
ood_test,427,0.15942169725894928
ood_test,428,0.1021277979016304
ood_test,429,0.251430481672287
ood_test,430,0.06696043163537979
ood_test,444,0.10137464851140976
ood_test,445,0.5059196352958679
ood_test,446,0.2266782969236374
ood_test,447,0.13825401663780212
ood_test,448,0.04414939880371094
ood_test,449,0.07510571926832199
ood_test,450,0.16056720912456512
ood_test,451,0.10266203433275223
ood_test,452,0.08535448461771011
ood_test,453,0.10046833753585815
ood_test,455,0.11440464854240417
ood_test,456,0.33003607392311096
ood_test,457,0.14656910300254822
ood_test,458,0.08850008249282837
ood_test,459,0.08568684011697769
ood_test,461,0.09102444350719452
ood_test,462,0.1953657865524292
ood_test,464,0.06679163128137589
ood_test,465,0.07590078562498093
ood_test,466,0.31353071331977844
ood_test,467,0.24130943417549133
ood_test,564,0.16566750407218933
ood_test,565,0.07017912715673447
ood_test,566,0.15338383615016937
ood_test,567,0.22527079284191132
ood_test,568,0.16155682504177094
ood_test,570,0.11651661247015
ood_test,571,0.2602086663246155
ood_test,572,0.1234288215637207
ood_test,574,0.22150486707687378
ood_test,575,0.08434820175170898
ood_test,720,0.141591414809227
ood_test,722,0.09761500358581543
ood_test,723,0.24226441979408264
ood_test,724,0.07745982706546783
ood_test,725,0.13152720034122467
ood_test,726,0.23230017721652985
ood_test,727,0.08786627650260925
ood_test,728,0.42453545331954956
ood_test,729,0.16166308522224426
ood_test,730,0.15239162743091583
ood_test,731,0.13154247403144836
ood_test,768,0.12798066437244415
ood_test,770,0.22659146785736084
ood_test,771,0.0662747398018837
ood_test,772,0.1678355634212494
ood_test,774,0.10366559028625488
ood_test,776,0.1754467785358429
ood_test,777,0.07275542616844177
ood_test,779,0.19305957853794098
ood_test,793,0.1863100230693817
ood_test,794,0.15787719190120697
ood_test,795,0.22614169120788574
ood_test,796,0.07017727941274643
ood_test,797,0.09485561400651932
ood_test,798,0.10391770303249359
ood_test,799,0.08822398632764816
ood_test,800,0.15015475451946259
ood_test,801,0.112716443836689
ood_test,802,0.1791866570711136
ood_test,803,0.2214188426733017
ood_test,804,0.2191203385591507
ood_test,805,0.1440049111843109
ood_test,806,0.18945418298244476
ood_test,807,0.16485294699668884
ood_test,808,0.1786864846944809
ood_test,810,0.14662423729896545
ood_test,812,0.20332902669906616
ood_test,813,0.14744111895561218
ood_test,814,0.07870064675807953
ood_test,815,0.0731855109333992
ood_test,840,0.055268432945013046
ood_test,841,0.04963388293981552
ood_test,842,0.060151778161525726
ood_test,843,0.04348352551460266
ood_test,844,0.3664582073688507
ood_test,845,0.05061013996601105
ood_test,846,0.11121054738759995
ood_test,847,0.041109226644039154
ood_test,848,0.05669368430972099
ood_test,849,0.09681657701730728
ood_test,851,0.0531037263572216
ood_test,888,0.2684347927570343
ood_test,890,0.14613698422908783
ood_test,891,0.15530838072299957
ood_test,892,0.32223933935165405
ood_test,894,0.5267775654792786
ood_test,895,0.24471279978752136
ood_test,896,0.08670173585414886
ood_test,897,0.23495280742645264
ood_test,898,0.12329510599374771
ood_test,899,0.07023373246192932
ood_test,912,0.06736824661493301
ood_test,913,0.05333723872900009
ood_test,914,0.12071628123521805
ood_test,915,0.28072208166122437
ood_test,917,0.09902554005384445
ood_test,918,0.32729846239089966
ood_test,920,0.08359997719526291
ood_test,921,0.08007584512233734
ood_test,922,0.18167519569396973
ood_test,923,0.1750830113887787
ood_test,960,0.15825873613357544
ood_test,961,0.12788812816143036
ood_test,962,0.10776875168085098
ood_test,963,0.06273874640464783
ood_test,964,0.06019400805234909
ood_test,965,0.15591369569301605
ood_test,966,0.05020515248179436
ood_test,967,0.15497379004955292
ood_test,968,0.10884766280651093
ood_test,969,0.07560708373785019
ood_test,970,0.1345924288034439
ood_test,971,0.06728817522525787
ood_test,984,0.15588808059692383
ood_test,985,0.10343539714813232
ood_test,986,0.08637868613004684
ood_test,987,0.0667237862944603
ood_test,988,0.19221898913383484
ood_test,991,0.10381284356117249
ood_test,992,0.19458997249603271
ood_test,993,0.05816931650042534
ood_test,994,0.08109831809997559
ood_test,995,0.06203962862491608
ood_test,1020,0.18962256610393524
ood_test,1021,0.1996811330318451
ood_test,1022,0.11217751353979111
ood_test,1024,0.14117313921451569
ood_test,1025,0.30976104736328125
ood_test,1026,0.43561866879463196
ood_test,1027,0.15698769688606262
ood_test,1029,0.5377923846244812
ood_test,1030,0.08019319921731949
ood_test,1031,0.45290645956993103
ood_test,1104,0.13641174137592316
ood_test,1105,0.10189670324325562
ood_test,1106,0.05714045837521553
ood_test,1107,0.15982148051261902
ood_test,1108,0.060261666774749756
ood_test,1109,0.14974665641784668
ood_test,1111,0.06249265745282173
ood_test,1112,0.0642128437757492
ood_test,1113,0.5162988305091858
ood_test,1114,0.23066771030426025
ood_test,1115,0.17875435948371887
ood_test,1116,0.1984066367149353
ood_test,1117,0.05685354769229889
