split,sample_id,plant_family,trajectory_rmse
ood_test,2011,lightly_damped_second_order,0.34432899951934814
ood_test,2113,lightly_damped_second_order,0.12256870418787003
ood_test,2114,lightly_damped_second_order,0.07937656342983246
ood_test,2115,lightly_damped_second_order,0.11237716674804688
ood_test,2116,lightly_damped_second_order,0.09380705654621124
ood_test,2117,lightly_damped_second_order,0.0845060795545578
ood_test,2121,lightly_damped_second_order,0.1521013379096985
ood_test,2122,lightly_damped_second_order,0.12095674872398376
ood_test,2126,lightly_damped_second_order,0.14694592356681824
ood_test,2127,lightly_damped_second_order,0.1481752097606659
ood_test,2352,lightly_damped_second_order,0.05049283802509308
ood_test,2353,lightly_damped_second_order,0.055246107280254364
ood_test,2354,lightly_damped_second_order,0.07014091312885284
ood_test,2355,lightly_damped_second_order,0.05944524705410004
ood_test,2356,lightly_damped_second_order,0.1594347059726715
ood_test,2357,lightly_damped_second_order,0.05130770802497864
ood_test,2358,lightly_damped_second_order,0.12002753466367722
ood_test,2359,lightly_damped_second_order,0.07159093767404556
ood_test,2360,lightly_damped_second_order,0.13770020008087158
ood_test,2361,lightly_damped_second_order,0.06542858481407166
ood_test,2362,lightly_damped_second_order,0.06586115062236786
ood_test,2363,lightly_damped_second_order,0.046767883002758026
ood_test,2364,lightly_damped_second_order,0.05172297731041908
ood_test,2365,lightly_damped_second_order,0.03905065357685089
ood_test,2366,lightly_damped_second_order,0.04531650245189667
ood_test,2367,lightly_damped_second_order,0.08710384368896484
ood_test,2384,lightly_damped_second_order,0.09031897038221359
ood_test,2387,lightly_damped_second_order,0.12466520816087723
ood_test,2388,lightly_damped_second_order,0.06774496287107468
ood_test,2391,lightly_damped_second_order,0.06789367645978928
ood_test,2397,lightly_damped_second_order,0.07993815839290619
ood_test,2480,lightly_damped_second_order,0.20023655891418457
ood_test,2481,lightly_damped_second_order,0.05701884254813194
ood_test,2482,lightly_damped_second_order,0.14120255410671234
ood_test,2483,lightly_damped_second_order,0.07234706729650497
ood_test,2484,lightly_damped_second_order,0.076072558760643
ood_test,2485,lightly_damped_second_order,0.26251134276390076
ood_test,2486,lightly_damped_second_order,0.12827597558498383
ood_test,2487,lightly_damped_second_order,0.22617392241954803
ood_test,2488,lightly_damped_second_order,0.13778938353061676
ood_test,2640,lightly_damped_second_order,0.2557540535926819
ood_test,2641,lightly_damped_second_order,0.026932019740343094
ood_test,2642,lightly_damped_second_order,0.07191458344459534
ood_test,2643,lightly_damped_second_order,0.07030755281448364
ood_test,2644,lightly_damped_second_order,0.10881339758634567
ood_test,2645,lightly_damped_second_order,0.1755640208721161
ood_test,2646,lightly_damped_second_order,0.03890357166528702
ood_test,2647,lightly_damped_second_order,0.2277582436800003
ood_test,2648,lightly_damped_second_order,0.0623016320168972
ood_test,2650,lightly_damped_second_order,0.5443133115768433
ood_test,2653,lightly_damped_second_order,0.37953129410743713
ood_test,2655,lightly_damped_second_order,0.48659130930900574
ood_test,2816,lightly_damped_second_order,0.09624101221561432
ood_test,2817,lightly_damped_second_order,0.0918961688876152
ood_test,2818,lightly_damped_second_order,0.07657545059919357
ood_test,2819,lightly_damped_second_order,0.14186647534370422
ood_test,2823,lightly_damped_second_order,0.08272472023963928
ood_test,2824,lightly_damped_second_order,0.4019944667816162
ood_test,2825,lightly_damped_second_order,0.37435948848724365
ood_test,2827,lightly_damped_second_order,0.46823978424072266
ood_test,2828,lightly_damped_second_order,0.15094344317913055
ood_test,2829,lightly_damped_second_order,0.32390451431274414
ood_test,2864,lightly_damped_second_order,0.09278500825166702
ood_test,2866,lightly_damped_second_order,0.11676870286464691
ood_test,2867,lightly_damped_second_order,0.0879872664809227
ood_test,2869,lightly_damped_second_order,0.048774462193250656
ood_test,2870,lightly_damped_second_order,0.08923643827438354
ood_test,2871,lightly_damped_second_order,0.19250117242336273
ood_test,2872,lightly_damped_second_order,0.22933684289455414
ood_test,2874,lightly_damped_second_order,0.5449889302253723
ood_test,2876,lightly_damped_second_order,0.4223588705062866
ood_test,2877,lightly_damped_second_order,0.38847196102142334
ood_test,2878,lightly_damped_second_order,0.4838659465312958
ood_test,2944,lightly_damped_second_order,0.15539488196372986
ood_test,2945,lightly_damped_second_order,0.060327280312776566
ood_test,2946,lightly_damped_second_order,0.10342218726873398
ood_test,2947,lightly_damped_second_order,0.09550946205854416
ood_test,2948,lightly_damped_second_order,0.11461054533720016
ood_test,2950,lightly_damped_second_order,0.05349244549870491
ood_test,2951,lightly_damped_second_order,0.07008642703294754
ood_test,3040,lightly_damped_second_order,0.0632905513048172
ood_test,3041,lightly_damped_second_order,0.056827839463949203
ood_test,3042,lightly_damped_second_order,0.17413371801376343
ood_test,3043,lightly_damped_second_order,0.027158569544553757
ood_test,3044,lightly_damped_second_order,0.02766408398747444
ood_test,3045,lightly_damped_second_order,0.057511106133461
ood_test,3047,lightly_damped_second_order,0.0780203565955162
ood_test,3049,lightly_damped_second_order,0.2579757869243622
ood_test,3050,lightly_damped_second_order,0.14542211592197418
ood_test,3051,lightly_damped_second_order,0.15376883745193481
ood_test,3053,lightly_damped_second_order,0.2801455557346344
ood_test,3088,lightly_damped_second_order,0.06451629102230072
ood_test,3089,lightly_damped_second_order,0.07425127178430557
ood_test,3090,lightly_damped_second_order,0.07646074891090393
ood_test,3091,lightly_damped_second_order,0.04845196008682251
ood_test,3092,lightly_damped_second_order,0.172744020819664
ood_test,3093,lightly_damped_second_order,0.07913678139448166
ood_test,3094,lightly_damped_second_order,0.0781172662973404
ood_test,3095,lightly_damped_second_order,0.06729432940483093
ood_test,3096,lightly_damped_second_order,0.029936427250504494
ood_test,3097,lightly_damped_second_order,0.1072605773806572
ood_test,3098,lightly_damped_second_order,0.09382858127355576
ood_test,3099,lightly_damped_second_order,0.06561228632926941
ood_test,3102,lightly_damped_second_order,0.48749902844429016
ood_test,3103,lightly_damped_second_order,0.5141399502754211
ood_test,3200,lightly_damped_second_order,0.12484800815582275
ood_test,3201,lightly_damped_second_order,0.139699786901474
ood_test,3202,lightly_damped_second_order,0.1086798757314682
ood_test,3204,lightly_damped_second_order,0.04371711239218712
ood_test,3205,lightly_damped_second_order,0.18903593719005585
ood_test,3206,lightly_damped_second_order,0.2826276421546936
ood_test,3207,lightly_damped_second_order,0.25913184881210327
ood_test,3208,lightly_damped_second_order,0.40205880999565125
ood_test,3209,lightly_damped_second_order,0.3296177387237549
ood_test,3210,lightly_damped_second_order,0.15657757222652435
ood_test,3212,lightly_damped_second_order,0.12164682894945145
ood_test,3213,lightly_damped_second_order,0.40058034658432007
ood_test,3214,lightly_damped_second_order,0.36016151309013367
ood_test,3215,lightly_damped_second_order,0.33520451188087463
ood_test,3248,lightly_damped_second_order,0.10745386779308319
ood_test,3249,lightly_damped_second_order,0.11986713856458664
ood_test,3250,lightly_damped_second_order,0.07092715054750443
ood_test,3251,lightly_damped_second_order,0.1039888858795166
ood_test,3252,lightly_damped_second_order,0.0965731218457222
ood_test,3253,lightly_damped_second_order,0.09204825758934021
ood_test,3255,lightly_damped_second_order,0.04187820479273796
ood_test,3259,lightly_damped_second_order,0.16246184706687927
ood_test,3261,lightly_damped_second_order,0.23494382202625275
ood_test,3263,lightly_damped_second_order,0.22070391476154327
ood_test,3265,lightly_damped_second_order,0.27671658992767334
ood_test,3267,lightly_damped_second_order,0.0974298045039177
ood_test,3268,lightly_damped_second_order,0.08168787509202957
ood_test,3270,lightly_damped_second_order,0.2454078048467636
ood_test,3271,lightly_damped_second_order,0.14586949348449707
ood_test,3280,lightly_damped_second_order,0.12450005859136581
ood_test,3281,lightly_damped_second_order,0.08984754234552383
ood_test,3282,lightly_damped_second_order,0.28275546431541443
ood_test,3283,lightly_damped_second_order,0.04118956997990608
ood_test,3284,lightly_damped_second_order,0.2647487223148346
ood_test,3285,lightly_damped_second_order,0.23766207695007324
ood_test,3286,lightly_damped_second_order,0.09270652383565903
ood_test,3287,lightly_damped_second_order,0.3110238313674927
ood_test,3288,lightly_damped_second_order,0.1882401555776596
ood_test,3294,lightly_damped_second_order,0.15678006410598755
ood_test,3295,lightly_damped_second_order,0.18652109801769257
ood_test,3408,lightly_damped_second_order,0.20872986316680908
ood_test,3409,lightly_damped_second_order,0.12069914489984512
ood_test,3411,lightly_damped_second_order,0.12461251020431519
ood_test,3412,lightly_damped_second_order,0.04978178068995476
ood_test,3414,lightly_damped_second_order,0.15212011337280273
ood_test,3415,lightly_damped_second_order,0.08296585083007812
ood_test,3472,lightly_damped_second_order,0.07957293838262558
ood_test,3473,lightly_damped_second_order,0.16891469061374664
ood_test,3474,lightly_damped_second_order,0.3595640957355499
ood_test,3475,lightly_damped_second_order,0.1093471497297287
ood_test,3476,lightly_damped_second_order,0.0547892190515995
ood_test,3477,lightly_damped_second_order,0.10661685466766357
ood_test,3478,lightly_damped_second_order,0.07816720753908157
ood_test,3479,lightly_damped_second_order,0.05566111207008362
ood_test,3483,lightly_damped_second_order,0.3876640200614929
ood_test,3484,lightly_damped_second_order,0.329393208026886
ood_test,3485,lightly_damped_second_order,0.47021013498306274
ood_test,3488,lightly_damped_second_order,0.07703292369842529
ood_test,3489,lightly_damped_second_order,0.06754804402589798
ood_test,3490,lightly_damped_second_order,0.04100152477622032
ood_test,3491,lightly_damped_second_order,0.065129354596138
ood_test,3492,lightly_damped_second_order,0.041101809591054916
ood_test,3493,lightly_damped_second_order,0.04035358503460884
ood_test,3494,lightly_damped_second_order,0.04713459685444832
ood_test,3495,lightly_damped_second_order,0.09132072329521179
ood_test,3496,lightly_damped_second_order,0.05659036710858345
ood_test,3497,lightly_damped_second_order,0.11540837585926056
ood_test,3498,lightly_damped_second_order,0.04337671026587486
ood_test,3499,lightly_damped_second_order,0.2799568474292755
ood_test,3500,lightly_damped_second_order,0.2475181668996811
ood_test,3501,lightly_damped_second_order,0.08649396151304245
ood_test,3502,lightly_damped_second_order,0.250183641910553
ood_test,3503,lightly_damped_second_order,0.05791543424129486
ood_test,3776,lightly_damped_second_order,0.1152377650141716
ood_test,3777,lightly_damped_second_order,0.09595923870801926
ood_test,3779,lightly_damped_second_order,0.20925404131412506
ood_test,3780,lightly_damped_second_order,0.3164953291416168
ood_test,3781,lightly_damped_second_order,0.07036703079938889
ood_test,3782,lightly_damped_second_order,0.10197579115629196
ood_test,3783,lightly_damped_second_order,0.05654796585440636
ood_test,3784,lightly_damped_second_order,0.13598249852657318
ood_test,3785,lightly_damped_second_order,0.34047770500183105
ood_test,3786,lightly_damped_second_order,0.33856749534606934
ood_test,3788,lightly_damped_second_order,0.17427685856819153
ood_test,3824,lightly_damped_second_order,0.10156892240047455
ood_test,3825,lightly_damped_second_order,0.2446342259645462
ood_test,3827,lightly_damped_second_order,0.1360298991203308
ood_test,3828,lightly_damped_second_order,0.057013895362615585
ood_test,3829,lightly_damped_second_order,0.11398670077323914
ood_test,3830,lightly_damped_second_order,0.2034274786710739
ood_test,3831,lightly_damped_second_order,0.16042956709861755
ood_test,3837,lightly_damped_second_order,0.17422528564929962
ood_test,3839,lightly_damped_second_order,0.08186229318380356
ood_test,3904,lightly_damped_second_order,0.28176793456077576
ood_test,3906,lightly_damped_second_order,0.09014687687158585
ood_test,3907,lightly_damped_second_order,0.07381926476955414
ood_test,3908,lightly_damped_second_order,0.34584322571754456
ood_test,3909,lightly_damped_second_order,0.254473477602005
ood_test,3910,lightly_damped_second_order,0.23705096542835236
ood_test,3912,lightly_damped_second_order,0.5069637298583984
ood_test,3913,lightly_damped_second_order,0.28637388348579407
ood_test,3915,lightly_damped_second_order,0.5251151919364929
ood_test,3916,lightly_damped_second_order,0.24624495208263397
ood_test,3985,lightly_damped_second_order,0.04893074184656143
ood_test,3986,lightly_damped_second_order,0.07075721025466919
ood_test,3987,lightly_damped_second_order,0.08380898088216782
ood_test,3991,lightly_damped_second_order,0.19390089809894562
ood_test,3992,lightly_damped_second_order,0.160859614610672
ood_test,3999,lightly_damped_second_order,0.15612828731536865
ood_test,4048,lightly_damped_second_order,0.10603770613670349
ood_test,4049,lightly_damped_second_order,0.0380578450858593
ood_test,4050,lightly_damped_second_order,0.059542905539274216
ood_test,4052,lightly_damped_second_order,0.11280420422554016
ood_test,4053,lightly_damped_second_order,0.12012729793787003
ood_test,4054,lightly_damped_second_order,0.0900905504822731
ood_test,4055,lightly_damped_second_order,0.11198761314153671
ood_test,4062,lightly_damped_second_order,0.06413985043764114
ood_test,4256,lightly_damped_second_order,0.06358655542135239
ood_test,4257,lightly_damped_second_order,0.1347290426492691
ood_test,4258,lightly_damped_second_order,0.06796158850193024
ood_test,4259,lightly_damped_second_order,0.05745946615934372
ood_test,4260,lightly_damped_second_order,0.13358385860919952
ood_test,4261,lightly_damped_second_order,0.08456671237945557
ood_test,4262,lightly_damped_second_order,0.06399596482515335
ood_test,4266,lightly_damped_second_order,0.23654568195343018
ood_test,4267,lightly_damped_second_order,0.45751118659973145
ood_test,4269,lightly_damped_second_order,0.4096471667289734
ood_test,4271,lightly_damped_second_order,0.24075549840927124
ood_test,4272,lightly_damped_second_order,0.3782828748226166
ood_test,4273,lightly_damped_second_order,0.22281377017498016
ood_test,4274,lightly_damped_second_order,0.17742963135242462
ood_test,4275,lightly_damped_second_order,0.10393678396940231
ood_test,4276,lightly_damped_second_order,0.13282674551010132
ood_test,4278,lightly_damped_second_order,0.551045298576355
ood_test,4279,lightly_damped_second_order,0.07956209033727646
ood_test,4322,lightly_damped_second_order,0.10940932482481003
ood_test,4326,lightly_damped_second_order,0.12153934687376022
ood_test,4327,lightly_damped_second_order,0.057683151215314865
ood_test,4330,lightly_damped_second_order,0.24558956921100616
ood_test,4331,lightly_damped_second_order,0.22101876139640808
ood_test,4332,lightly_damped_second_order,0.24084053933620453
ood_test,4333,lightly_damped_second_order,0.1873081773519516
ood_test,4384,lightly_damped_second_order,0.07046732306480408
ood_test,4385,lightly_damped_second_order,0.10439322888851166
ood_test,4386,lightly_damped_second_order,0.1314077228307724
ood_test,4387,lightly_damped_second_order,0.07948020100593567
ood_test,4388,lightly_damped_second_order,0.0609130896627903
ood_test,4389,lightly_damped_second_order,0.06849895417690277
ood_test,4390,lightly_damped_second_order,0.13826629519462585
ood_test,4391,lightly_damped_second_order,0.0756087526679039
ood_test,4392,lightly_damped_second_order,0.048775989562273026
ood_test,4393,lightly_damped_second_order,0.0816422551870346
ood_test,4394,lightly_damped_second_order,0.057133011519908905
ood_test,4395,lightly_damped_second_order,0.05062760040163994
ood_test,4396,lightly_damped_second_order,0.05901329219341278
ood_test,4397,lightly_damped_second_order,0.09573876112699509
ood_test,4398,lightly_damped_second_order,0.07347483932971954
ood_test,4399,lightly_damped_second_order,0.07285372912883759
ood_test,4448,lightly_damped_second_order,0.18251115083694458
ood_test,4449,lightly_damped_second_order,0.10539733618497849
ood_test,4450,lightly_damped_second_order,0.05424113944172859
ood_test,4451,lightly_damped_second_order,0.04273943975567818
ood_test,4452,lightly_damped_second_order,0.0700349360704422
ood_test,4453,lightly_damped_second_order,0.08036921918392181
ood_test,4454,lightly_damped_second_order,0.10719186067581177
ood_test,4455,lightly_damped_second_order,0.04386543855071068
ood_test,4456,lightly_damped_second_order,0.30477285385131836
ood_test,4457,lightly_damped_second_order,0.13494911789894104
ood_test,4458,lightly_damped_second_order,0.05979914590716362
ood_test,4462,lightly_damped_second_order,0.4540538191795349
ood_test,4464,lightly_damped_second_order,0.12066575884819031
ood_test,4465,lightly_damped_second_order,0.0852978453040123
ood_test,4466,lightly_damped_second_order,0.13995850086212158
ood_test,4467,lightly_damped_second_order,0.07163360714912415
ood_test,4468,lightly_damped_second_order,0.07500111311674118
ood_test,4469,lightly_damped_second_order,0.13434523344039917
ood_test,4470,lightly_damped_second_order,0.06551653891801834
ood_test,4471,lightly_damped_second_order,0.052628256380558014
ood_test,4472,lightly_damped_second_order,0.05714641883969307
ood_test,4473,lightly_damped_second_order,0.10906501859426498
ood_test,4474,lightly_damped_second_order,0.030941562727093697
ood_test,4475,lightly_damped_second_order,0.06788170337677002
ood_test,4476,lightly_damped_second_order,0.061956264078617096
ood_test,4477,lightly_damped_second_order,0.0720849335193634
ood_test,4478,lightly_damped_second_order,0.16848349571228027
ood_test,4479,lightly_damped_second_order,0.0813155546784401
ood_test,4624,lightly_damped_second_order,0.048914916813373566
ood_test,4625,lightly_damped_second_order,0.03566327691078186
ood_test,4626,lightly_damped_second_order,0.05690984055399895
ood_test,4627,lightly_damped_second_order,0.10190297663211823
ood_test,4628,lightly_damped_second_order,0.0450383685529232
ood_test,4629,lightly_damped_second_order,0.035214345902204514
ood_test,4630,lightly_damped_second_order,0.05189864709973335
ood_test,4631,lightly_damped_second_order,0.07213019579648972
ood_test,4633,lightly_damped_second_order,0.23000508546829224
ood_test,4635,lightly_damped_second_order,0.2644480764865875
ood_test,4636,lightly_damped_second_order,0.2817261815071106
ood_test,4637,lightly_damped_second_order,0.3412947356700897
ood_test,4639,lightly_damped_second_order,0.2852667272090912
ood_test,4720,lightly_damped_second_order,0.08133844286203384
ood_test,4721,lightly_damped_second_order,0.3756560981273651
ood_test,4723,lightly_damped_second_order,0.05964600667357445
ood_test,4724,lightly_damped_second_order,0.2549963891506195
ood_test,4725,lightly_damped_second_order,0.1334545612335205
ood_test,4726,lightly_damped_second_order,0.04442506656050682
ood_test,4730,lightly_damped_second_order,0.175171360373497
ood_test,4733,lightly_damped_second_order,0.160186305642128
ood_test,4734,lightly_damped_second_order,0.16606129705905914
ood_test,4735,lightly_damped_second_order,0.18034547567367554
ood_test,4752,lightly_damped_second_order,0.046472106128931046
ood_test,4753,lightly_damped_second_order,0.10106446593999863
ood_test,4754,lightly_damped_second_order,0.39813950657844543
ood_test,4755,lightly_damped_second_order,0.05343177542090416
ood_test,4756,lightly_damped_second_order,0.3398914337158203
ood_test,4758,lightly_damped_second_order,0.2775222957134247
ood_test,4759,lightly_damped_second_order,0.09823138266801834
ood_test,4760,lightly_damped_second_order,0.2045176923274994
ood_test,4763,lightly_damped_second_order,0.3483334481716156
ood_test,4764,lightly_damped_second_order,0.28962093591690063
ood_test,4765,lightly_damped_second_order,0.4579539895057678
ood_test,4766,lightly_damped_second_order,0.3331546485424042
ood_test,5216,lightly_damped_second_order,0.2707318365573883
ood_test,5217,lightly_damped_second_order,0.08126261085271835
ood_test,5220,lightly_damped_second_order,0.06422892957925797
ood_test,5221,lightly_damped_second_order,0.05503717064857483
ood_test,5222,lightly_damped_second_order,0.26262715458869934
ood_test,5223,lightly_damped_second_order,0.26715099811553955
ood_test,5226,lightly_damped_second_order,0.20401059091091156
ood_test,5227,lightly_damped_second_order,0.19377082586288452
ood_test,5228,lightly_damped_second_order,0.1584615856409073
ood_test,5229,lightly_damped_second_order,0.21102562546730042
ood_test,5328,lightly_damped_second_order,0.3411794900894165
ood_test,5329,lightly_damped_second_order,0.08201323449611664
ood_test,5330,lightly_damped_second_order,0.2200719714164734
ood_test,5332,lightly_damped_second_order,0.23034220933914185
ood_test,5333,lightly_damped_second_order,0.08246421813964844
ood_test,5334,lightly_damped_second_order,0.06894776225090027
ood_test,5335,lightly_damped_second_order,0.07042473554611206
ood_test,5337,lightly_damped_second_order,0.11653290688991547
ood_test,5339,lightly_damped_second_order,0.4998498558998108
ood_test,5340,lightly_damped_second_order,0.44208231568336487
ood_test,5408,lightly_damped_second_order,0.04832945391535759
ood_test,5409,lightly_damped_second_order,0.3351794481277466
ood_test,5410,lightly_damped_second_order,0.09069399535655975
ood_test,5411,lightly_damped_second_order,0.20131395757198334
ood_test,5412,lightly_damped_second_order,0.06809917837381363
ood_test,5413,lightly_damped_second_order,0.05208763852715492
ood_test,5414,lightly_damped_second_order,0.03919783979654312
ood_test,5415,lightly_damped_second_order,0.05812426656484604
ood_test,5416,lightly_damped_second_order,0.08933617174625397
ood_test,5417,lightly_damped_second_order,0.053801704198122025
ood_test,5418,lightly_damped_second_order,0.04698178917169571
ood_test,5419,lightly_damped_second_order,0.04354001581668854
ood_test,5420,lightly_damped_second_order,0.045956388115882874
ood_test,5421,lightly_damped_second_order,0.053873296827077866
ood_test,5422,lightly_damped_second_order,0.045967381447553635
ood_test,5423,lightly_damped_second_order,0.03140784427523613
ood_test,5424,lightly_damped_second_order,0.09098920971155167
ood_test,5426,lightly_damped_second_order,0.15364527702331543
ood_test,5428,lightly_damped_second_order,0.23134374618530273
ood_test,5430,lightly_damped_second_order,0.22943490743637085
ood_test,5431,lightly_damped_second_order,0.08710391074419022
ood_test,5435,lightly_damped_second_order,0.24438177049160004
ood_test,5436,lightly_damped_second_order,0.241949662566185
ood_test,5437,lightly_damped_second_order,0.22123487293720245
ood_test,5456,lightly_damped_second_order,0.07055807113647461
ood_test,5458,lightly_damped_second_order,0.06579457968473434
ood_test,5459,lightly_damped_second_order,0.21194088459014893
ood_test,5460,lightly_damped_second_order,0.09381411969661713
ood_test,5461,lightly_damped_second_order,0.24074114859104156
ood_test,5462,lightly_damped_second_order,0.14395761489868164
ood_test,5463,lightly_damped_second_order,0.06363936513662338
ood_test,5464,lightly_damped_second_order,0.38581737875938416
ood_test,5466,lightly_damped_second_order,0.40306466817855835
ood_test,5467,lightly_damped_second_order,0.3390936553478241
ood_test,5468,lightly_damped_second_order,0.3506670296192169
ood_test,5469,lightly_damped_second_order,0.3176964819431305
ood_test,5471,lightly_damped_second_order,0.231858029961586
ood_test,5728,lightly_damped_second_order,0.08223847299814224
ood_test,5729,lightly_damped_second_order,0.10725829750299454
ood_test,5730,lightly_damped_second_order,0.2934775948524475
ood_test,5731,lightly_damped_second_order,0.11544840037822723
ood_test,5733,lightly_damped_second_order,0.32846614718437195
ood_test,5734,lightly_damped_second_order,0.2595135569572449
ood_test,5735,lightly_damped_second_order,0.1256229430437088
ood_test,5736,lightly_damped_second_order,0.35681405663490295
ood_test,5737,lightly_damped_second_order,0.402667373418808
ood_test,5738,lightly_damped_second_order,0.3157486021518707
ood_test,5741,lightly_damped_second_order,0.4315994381904602
ood_test,5743,lightly_damped_second_order,0.3986089527606964
