split,sample_id,plant_family,plant_order,plant_min_damping_ratio,closed_loop_oscillation_hz,trajectory_rmse
test,346,first_order,1,1.0,0.0,0.04373296722769737
test,347,first_order,1,1.0,0.0,0.03235967084765434
test,348,first_order,1,1.0,0.0,0.051402635872364044
test,349,first_order,1,1.0,0.0,0.05808418244123459
test,350,first_order,1,1.0,0.0,0.03646870329976082
test,351,first_order,1,1.0,0.0,0.028400985524058342
test,352,first_order,1,1.0,0.0,0.021008476614952087
test,353,first_order,1,1.0,1.9593780462214516,0.07809881120920181
test,354,first_order,1,1.0,0.0,0.027597932144999504
test,355,first_order,1,1.0,0.0,0.07048111408948898
test,356,first_order,1,1.0,0.0,0.020581936463713646
test,357,first_order,1,1.0,0.0,0.07226134091615677
test,358,first_order,1,1.0,1.0908163657920658,0.08082135021686554
test,359,first_order,1,1.0,0.29942052152854304,0.033129509538412094
test,360,fourth_order_real,4,1.0,0.01690127656528339,0.08607523888349533
test,362,fourth_order_real,4,1.0,0.03204704103338217,0.15016664564609528
test,365,fourth_order_real,4,1.0,0.0,0.06890714913606644
test,366,fourth_order_real,4,1.0,0.024037903452513804,0.12480218708515167
test,369,fourth_order_real,4,1.0,0.029152602973160233,0.2035844475030899
test,372,fourth_order_real,4,1.0,0.028629949217513107,0.1946088820695877
test,373,fourth_order_real,4,1.0,0.020202908105432696,0.04857949912548065
test,374,fourth_order_real,4,1.0,0.02154457750293427,0.06360399723052979
test,375,fourth_order_real,4,1.0,0.029750030893037297,0.21984989941120148
test,377,fourth_order_real,4,1.0,0.020722079959500726,0.05523918196558952
test,792,first_order,1,1.0,0.0,0.0327291302382946
test,793,first_order,1,1.0,0.0,0.05887453258037567
test,794,first_order,1,1.0,0.0,0.048791155219078064
test,795,first_order,1,1.0,0.11569950911644704,0.23343807458877563
test,796,first_order,1,1.0,0.0,0.1305057853460312
test,797,first_order,1,1.0,0.008721389206145309,0.15598131716251373
test,798,first_order,1,1.0,0.0,0.05416713282465935
test,799,first_order,1,1.0,0.32915499463217285,0.30459538102149963
test,800,first_order,1,1.0,0.0,0.10203223675489426
test,801,first_order,1,1.0,0.29593907080083903,0.10552115738391876
test,802,first_order,1,1.0,0.07481406352455819,0.14897750318050385
test,803,first_order,1,1.0,0.15756520478853925,0.2721377909183502
test,804,first_order,1,1.0,0.010932535633210278,0.14245013892650604
test,805,first_order,1,1.0,0.0672089056853935,0.20453231036663055
test,806,first_order,1,1.0,0.06246891478224626,0.1276916116476059
test,807,first_order,1,1.0,0.011028047247109473,0.11749986559152603
test,808,first_order,1,1.0,0.12919690576432089,0.05539911240339279
test,809,first_order,1,1.0,0.0,0.07975531369447708
test,900,second_order,2,0.9088065232209471,0.41164742318653985,0.3048152029514313
test,902,second_order,2,0.9088065232209471,0.13522922520924496,0.450156033039093
test,903,second_order,2,0.9088065232209471,0.31182837485699777,0.22863461077213287
test,904,second_order,2,0.9088065232209471,0.0,0.35524043440818787
test,905,second_order,2,0.9088065232209471,0.20122932198894994,0.2695609927177429
test,906,second_order,2,0.9088065232209471,0.27826792368743125,0.15180538594722748
test,908,second_order,2,0.9088065232209471,0.17435795169619311,0.4193454086780548
test,909,second_order,2,0.9088065232209471,0.16827978715330233,0.5480514764785767
test,910,second_order,2,0.9088065232209471,0.16342052282558706,0.5465567111968994
test,913,second_order,2,0.9088065232209471,0.22724540665464377,0.46637746691703796
test,915,second_order,2,0.9088065232209471,0.16617032038325702,0.5147795677185059
test,917,second_order,2,0.9088065232209471,0.17763491261549913,0.570605456829071
test,1026,third_order_mixed_real_complex,3,0.4001622849348207,7.855684380689333,0.08493164926767349
test,1027,third_order_mixed_real_complex,3,0.4001622849348207,29.75767364144831,0.04308144375681877
test,1028,third_order_mixed_real_complex,3,0.4001622849348207,7.954451001816624,0.385213702917099
test,1029,third_order_mixed_real_complex,3,0.4001622849348207,11.627640443125795,0.09907310456037521
test,1030,third_order_mixed_real_complex,3,0.4001622849348207,31.43393747328314,0.07861746102571487
test,1035,third_order_mixed_real_complex,3,0.4001622849348207,5.354828840205273,0.13423235714435577
test,1036,third_order_mixed_real_complex,3,0.4001622849348207,10.013450683344107,0.308157742023468
test,1038,third_order_mixed_real_complex,3,0.4001622849348207,8.096427600359414,0.46120041608810425
test,1039,third_order_mixed_real_complex,3,0.4001622849348207,7.987164469859486,0.11750159412622452
test,1040,third_order_mixed_real_complex,3,0.4001622849348207,7.334692302653472,0.0814783126115799
test,1041,third_order_mixed_real_complex,3,0.4001622849348207,7.710913830797194,0.5527134537696838
test,1042,third_order_mixed_real_complex,3,0.4001622849348207,8.094250138816088,0.4953235983848572
test,1043,third_order_mixed_real_complex,3,0.4001622849348207,7.679770972880576,0.5966478586196899
test,1404,overdamped_second_order,2,1.0,0.0710619913546095,0.1633666306734085
test,1405,overdamped_second_order,2,1.0,0.14449595151684777,0.17151914536952972
test,1407,overdamped_second_order,2,1.0,0.29228700244807637,0.10435120761394501
test,1408,overdamped_second_order,2,1.0,0.03918542449601877,0.2473030537366867
test,1409,overdamped_second_order,2,1.0,0.0,0.1477995365858078
test,1410,overdamped_second_order,2,1.0,0.0,0.18826574087142944
test,1413,overdamped_second_order,2,1.0,0.1043656571551452,0.5708121657371521
test,1414,overdamped_second_order,2,1.0,0.08526834062366224,0.49472305178642273
